event_group,event_name,display_name,property,trigger_steps,trigger_url,login_state,event_property_groups,custom_event_properties,trigger_identify_call,expected_traits,source,destinations,automatable,test_notes,description,audit_status,audit_date,audit_notes
user_engagement,Registered,user_registered,datalabs,"Register a brand-new DataLabs account with a disposable email | complete signup | confirm you land signed in | then check whether entry_page_type persisted as a USER property, not just an event property",https://datalabs.inc42.com — signup,logged-out,page | user | user_identify | onboarding,register_source:string:required:enum[datalabs|inc42] | entry_page_type:string:required:enum[company_profile|report_profile|company_search|investor_search|other] | registration_page_url:string:required,Yes,email | first_name | last_name | user_id | register_source | company_name | phone_number,web | backend,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Live-verified 8 Sep 2026 (90d window). DO NOT search for `user_registered` — it does not exist yet. The live event is still `Registered` (6,791 events in 90d, last event today). `user_registered` is the RENAME TARGET, not a name you can test today; its rollout timeline needs product-owner confirmation. What you can test now, on the live `Registered` event: whether `entry_page_type` also persists as a USER property rather than event-only. It being event-only is exactly why Journey B-vs-C assignment cannot be evaluated at enrollment.",A new DataLabs account registration completes,,,
user_engagement,Datalab Onboarding,onboarding_lifecycle,datalabs,Register a new account | step through onboarding from the very first step | capture the stage value at each step | confirm a step_1 value exists,https://datalabs.inc42.com — onboarding,logged-in,page | user | onboarding,onboarding_stage:string:required:enum[step_1|step_2|step_3|completed],Yes,email | datalabs_onboarding_status,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Live-verified 8 Sep 2026 (90d window). DO NOT search for `onboarding_lifecycle` — it does not exist yet. The live event is still `Datalab Onboarding` (17,804 events in 90d, last event today); `onboarding_lifecycle` is the rename target. NAMES, all four are different things: event = `Datalab Onboarding`; event property = `onboarding_stage`; the live person property = `Datalabs Onboarding Complete` (Title Case, Yes/No, 52,708 people); the FINAL person property = `datalabs_onboarding_status` (not_started / in_progress / complete), which is what expected_traits lists. Do NOT test for `datalabs_onboarding_complete` — Utkarsh flagged it DELETE, 'not a user property'. THE KEY TEST: the live enum starts at 'Onboarding Step 2', so first-step drop-off is unmeasurable; check whether a step_1 value now exists. The completion flag is 99.03% correct in PostHog but historically 66% broken in Customer.io — the SYNC is the bug, not the field, so check the Customer.io side specifically.",Onboarding progresses through its stages,,,
user_engagement,Login,Login,datalabs,Sign out | sign back in with a test account | confirm you land signed in,https://datalabs.inc42.com — login,logged-out,page | user | user_identify,login_method:string:enum[Email|Gmail|Linkedin],Yes,email | user_id | first_name | last_name | login_method,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. No audit finding flagged — treat as a control event to confirm your capture setup works. Test more than one login method if you can; `Login Method` should differ.",A DataLabs login succeeds,,,
monetization,Pro Trial,Pro Trial,datalabs,DO NOT COMPLETE — begin a Pro trial and stop before any payment step | capture the payload,https://datalabs.inc42.com — Pro trial start,logged-in,page | user | pro,trial_type:string | trial_stage:string | event_id:string | event_name:string | event_time:timestamp | fbp:string,No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Frontend-sourced. 'No action' in the 29-Aug audit. Stop before payment.",A DataLabs Pro trial begins,,,
user_engagement,Register Lock Interaction,Register Lock Interaction,datalabs,In a fresh private window browse DataLabs until the freewall register lock renders | then click its CTA | capture both the load and the click,https://datalabs.inc42.com — freewall register lock,logged-out,page | interaction,lock_type:string:required:enum[Short Lock|Long Lock] | button_interaction:string:required:enum[Load|Click],No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. SHEET BUG, NOT A PRODUCTION BUG: the master sheet's Event cell for this row is a broken two-line fragment reading 'Lock Type / Lock Interaction' — the real single name is `Register Lock Interaction`. Separately, this event is confirmed ALIVE again at ~1,000/wk and 3,364 people/30d, after an older funnel doc called it dead since 18 May — do not cite that stale 'dead' status. Test Load and Click separately.",A user interacts with the freewall register lock,,,
user_engagement,Logout,Logout,datalabs,"While signed in, log out manually from the account menu",https://datalabs.inc42.com — account menu,logged-in,page | user,(none listed beyond the group properties),No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Frontend-sourced, not flagged in the 29-Aug audit. Cross-check the website's parallel finding that posthog.reset() is never called on sign-out — after logging out, browse two pages and check whether the old distinct_id is still attached.",A manual DataLabs logout,,,
page_view,$pageview,$pageview,datalabs,Open the DataLabs home page | then open a company profile and a search page | compare the DL Page Type value on each,https://datalabs.inc42.com,any,page | user | device,dl_page_type:string:required | dl_page_property_type:string | dl_page_property_value:string | slug:string,No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Live-verified 8 Sep 2026 (90d window). The live event is `$pageview` (558,186 in 90d). A separate stray `Page View` also exists but has only 5 events, last 12 Aug — ignore it. `DL Page Type` has 30 valid values: visit at least three different page types and confirm the value changes correctly each time.",A DataLabs page loads,,,
search_action,Search Active,Search Active,datalabs,Click into the global search bar so it takes focus | do not type yet,https://datalabs.inc42.com — global search,any,page | interaction,search_type:string:required:enum[AI Search|Global Search|List Search|Saved Search|Quick Add|Report Search|Industry Search|Location Search|Ask Datalabs] | search_source:string | search_content:string,No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Fires on first click into the global search bar, before any query. Not flagged in the 29-Aug audit.",The global search bar is focused,,,
search_action,Search Completed,Search Completed,datalabs,Type a query into global search | submit it | wait for results to render,https://datalabs.inc42.com — global search,any,page | interaction,search_type:string:required | search_source:string | search_query:string:required,No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Fires when results are generated and displayed. Not flagged in the 29-Aug audit.",Search results are generated and displayed,,,
search_action,Advanced Filter Clicked,Advanced Filter Clicked,datalabs,Open company search | click the Advanced Filter button to open it | click again to close it | capture both,"https://datalabs.inc42.com — company search, advanced filters",any,page | interaction,advanced_filter_state:string:required | table_view:string:enum[Table|Card],No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. WATCH THE ENUM: `Advanced Filter State` appears twice in the property dictionary with two DIFFERENT value sets — True/False in one place and Open/Closed in another. Record which one you actually receive; that resolves a live ambiguity.",The Advanced Filter panel is opened or closed,,,
search_action,Advanced Filter Applied,Advanced Filter Applied,datalabs,Open company search | open Advanced Filter | apply one specific filter | confirm the result set changes,"https://datalabs.inc42.com — company search, advanced filters",any,page | interaction,filter_property_type:string:required | filter_property_value:string:required | table_view:string:enum[Table|Card],No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. `Filter Property Type` / `Filter Property Value` carry the ENTIRE company/investor/funding/acquisition search-filter taxonomy — dozens of fields. Apply one filter at a time and record the exact pair you get back.",An advanced search filter is applied,,,
search_action,Customize Columns Applied,Customize Columns Applied,datalabs,Open company search in table view | open Customise Columns | reorder or toggle a column | apply,"https://datalabs.inc42.com — company search, customise columns",any,page | interaction,customise_column_properties:string:required,No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. THE BUG HAS MOVED — the master sheet is stale. The OLD documented bug ('fires as Customise Column Clicked') is no longer what happens. The live name is now `Customize Columns Applied` with US spelling, against the sheet's planned 'Customise Columns Applied'. Search for the US spelling. A decision is open on whether to standardise on 'Customise' (matching the rest of the property naming) or 'Customize'.  Live-verified 8 Sep 2026 (90d window). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. NAME CORRECTED to the live US spelling `Customize Columns Applied` (522/90d, last 7 Sep). The British 'Customise' spelling does not exist in PostHog.",Table column order or selection is customised,,,
table_action,Table Sort,Table Sort,datalabs,Open COMPANY SEARCH specifically in table view | click a column header to sort ascending | click again for descending,https://datalabs.inc42.com — company search table,any,page | interaction,table_name:string:required | table_sort_column_name:string:required | table_sort_orderby:string:required:enum[ascending|descending] | table_view:string:enum[Table|Card],No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. THREE DEFECTS, two confirmed still live on 29 Aug 2026 across 2 sampled payloads: (1) `Customise Column Properties` fires redundantly on this event; (2) on the company-search table `Table Name` comes through as 'company' instead of 'company search' — use company search specifically to reproduce it; (3) NEW FINDING — the correct property name is `Table Sort Orderby`, not `Table Sort Order` as the sheet documents. Confirm all three.",A table is sorted ascending or descending,,,
table_action,Table Pagination,Table Pagination,datalabs,Open any search results table | click through to page 2 | then back to page 1,https://datalabs.inc42.com — any results table,any,page | interaction,table_name:string:required | pagination_page_number:number:required | table_view:string:enum[Table|Card],No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Not flagged in the 29-Aug audit. Confirm `Pagination Page Number` increments and decrements correctly.",A table page is changed,,,
feedback_action,Form Submitted,Form Submitted,datalabs,Open a gated report | submit the Download Report or View Report form with disposable test data,https://datalabs.inc42.com — report gate form,any,page | user | interaction,form_type:string:required:enum[Download Report|View Report],Yes,email | first_name | last_name | company_name | phone_number,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. The identify call fires specifically for Form Type = Download Report or View Report — confirm both the event AND the identify. Use disposable test data; this creates a real Customer.io profile.",A feedback or gated-report form is submitted,,,
user_engagement,Tab View,Tab View,datalabs,"Open any company profile | click through its sub-section tabs (Overview, Financials, Funding, Investment, Acquisition, Key People, Captable) | then interact with a chart inside one tab",https://datalabs.inc42.com — company profile tabs,any,page | interaction,section_name:string:required | tab_name:string:required | data_visualisation_metric_type:string | chart_type:string | date_range:string,No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. SHEET BUG: the master sheet's Event cell is a broken two-line fragment reading 'Tab View / (Rename to Section Interaction in future)'. The real current name is `Tab View`; a rename to 'Section Interaction' is PLANNED but not done — do not search for the new name yet. Designed specifically for tables inside a tab (e.g. 'Funding amount over time' under Funding).",A profile sub-section tab is interacted with,,,
user_engagement,Edit Interaction,Edit Interaction,datalabs,Open a saved list or a company profile you can edit | change one field | save,https://datalabs.inc42.com — profile / list / saved search edit,logged-in,page | interaction,edit_type:string:required | edit_field:string | edit_source:string | edit_status:string | edit_item_id:string,No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Covers ALL edit actions except delete — do not expect a delete to fire this. Not flagged in the 29-Aug audit.","An edit action on a profile, list or saved search",,,
user_engagement,Checkbox Interaction,Checkbox Interaction,datalabs,Open a results table | tick a row checkbox | untick it | capture both,https://datalabs.inc42.com — results table,any,page | interaction,checkbox_type:string:required | data_type:string | selection_source:string | selection_status:string:required,No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Not flagged in the 29-Aug audit. Confirm `Selection Status` differs between tick and untick.",Any checkbox is ticked or unticked,,,
user_engagement,List Interaction,List Interaction,datalabs,Create a new list | add a company to it | then delete the list | capture all three,https://datalabs.inc42.com — My List,logged-in,page | interaction,list_interaction_type:string:required | list_interaction_source:string | list_id:string | list_type:string,No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. `List Type` is marked red/unconfirmed in the master sheet's colour-coding — verify it is actually live before treating it as a shipped property. Test create, add and delete separately.","A list is created, added to, or deleted",,,
user_engagement,Alert Interaction,Alert Interaction,datalabs,Open alert settings | enable an alert | change its frequency | disable it | ALSO reload the page without touching anything and check whether the event fires anyway,https://datalabs.inc42.com — My Alerts,logged-in,page | interaction | user_meta,alert_type:string:required | alert_status:string:required | alert_content:string,No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. IMPORTANT — VOLUME IS MISLEADING. This event fires 1,831 times for 1,815 people as a PAGE-LOAD STATE READOUT, not as a real user action, which makes any retention 'lift' attributed to it spurious. The page-reload step above is the real test: if it fires with no interaction, that confirms the defect. `industry_alert_subscribed` is a user property, not an event property.","An alert is enabled, disabled, or reconfigured",,,
user_engagement,Click Interaction,Click Interaction,datalabs,Click any tracked button on DataLabs | check whether anything fires at all,https://datalabs.inc42.com,any,page | interaction,button_type:string | button_interaction:string | button_content:string,No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Live-verified 8 Sep 2026 (90d window). NOT proposed-and-unshipped — LIVE at 6,846 events in 90d, last event today. The master sheet's pink/red colour-coding for this row is stale; do not trust colour as a status signal. Click any tracked button and confirm Button Type, Button Interaction and Button Content all arrive.",Any tracked button is clicked,,,
user_engagement,Scroll Depth,scroll_depth,datalabs,Open any long DataLabs page | scroll slowly to the bottom | search PostHog for the LOWERCASE name,https://datalabs.inc42.com,any,page | interaction,scroll_percentage:number:required,No,,web,posthog,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. FRESH, INCOMPLETE ROLLOUT — not simply broken. Live in PostHog as lowercase `scroll_depth`, NOT 'Scroll Depth' as planned, with only 2 events since 2026-08-12 and zero Customer.io matches. Confirm rollout status with engineering before logging it as a bug. Do NOT confuse this with the website's separate, much more broken scroll-depth situation.  Live-verified 8 Sep 2026 (90d window). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. RE-VERIFIED: `scroll_depth` 2 events in 90d, last 12 Aug — fresh, incomplete rollout confirmed.",A page scroll threshold is crossed,,,
user_engagement,Custom Filter Applied,Custom Filter Applied,datalabs,Open a company or industry profile page | use a dropdown or sub-tab filter inside a section | check whether anything fires,https://datalabs.inc42.com — profile page section filters,any,page | interaction,section_name:string:required | filter_type:string:required | filter_value:string:required,No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. CONFIRMED BROKEN — not firing (29-Aug audit). Also marked red/proposed in the sheet's colour-coding. Expect nothing.  Live-verified 8 Sep 2026 (90d window). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. RE-VERIFIED: 0 events in PostHog over 90 days — broken confirmed.",A dropdown or sub-tab filter is applied on a profile page,,,
user_engagement,Demo Call,Demo Call,datalabs,Click the Demo Call button | then check BOTH PostHog and Customer.io separately,https://datalabs.inc42.com — demo call CTA,any,page | interaction,booking_stage:string:required | modal_name:string | modal_type:string:enum[Button|Banner|Paywall|Filter|Popup|Free_Tier_Lock],No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. PLATFORM GAP — the key finding for this row. It fires to Customer.io (under 1% of profiles) but has ZERO occurrences in PostHog's 90-day event list. The PostHog SDK call may never have been wired at all. Check both platforms explicitly; this needs engineering investigation, not a product decision.  Live-verified 8 Sep 2026 (90d window). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. RE-VERIFIED: 0 events in PostHog over 90 days — platform gap confirmed.",The Demo Call button is clicked,,,
user_engagement,Demo Call Booked,Demo Call Booked,datalabs,Complete a demo-call booking with disposable test data | then check BOTH PostHog and Customer.io separately,https://datalabs.inc42.com — demo call booking,any,page | interaction,event_id:string | event_time:timestamp | fbp:string,No,,web | backend,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Same PLATFORM GAP pattern as `Demo Call` — reaches Customer.io, absent from PostHog. Check both. Books a real slot, so use disposable details and cancel afterwards if possible.  Live-verified 8 Sep 2026 (90d window). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. RE-VERIFIED: 0 events in PostHog over 90 days — platform gap confirmed.",A demo call booking completes,,,
monetization,Cancel Plus Membership,Cancel Plus Membership,datalabs,DO NOT CONFIRM — on a test account begin a Plus cancellation and stop before confirming,https://datalabs.inc42.com — membership settings,logged-in,page | user | pro,plus_cancellation_state:string:required,No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. CONFIRMED BROKEN — not firing (29-Aug audit). Expect nothing. Do not confirm a real cancellation.  Live-verified 8 Sep 2026 (90d window). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. RE-VERIFIED: 0 events in PostHog over 90 days — broken confirmed.",A Plus membership cancellation is initiated,,,
monetization,Pro Lock Interaction,Pro Lock Interaction,datalabs,Open a Pro-gated feature on a free account | confirm the Pro lock renders | click it,https://datalabs.inc42.com — Pro-gated feature,logged-in,page | interaction | pro,modal_type:string:enum[Button|Banner|Paywall|Filter|Popup|Free_Tier_Lock] | modal_name:string,No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Live-verified 8 Sep 2026 (90d window). NOT proposed-and-unshipped — LIVE at 1,979 events in 90d, last 7 Sep. Ignore the pink colour-coding. Separately, the master sheet's DESCRIPTION for this row is copy-pasted from an adjacent row and wrongly reads 'When user intends to cancel Datalabs Pro membership' — the real trigger is interacting with a Pro-gated feature lock. Verify against live behaviour, not the sheet's text.",A Pro-gated feature lock is interacted with,,,
monetization,Pro Payment,Pro Payment,datalabs,"DO NOT COMPLETE — begin a DataLabs Pro purchase and stop at the payment screen | then check whether the event lands in the DataLabs project, the Media project, or both",https://datalabs.inc42.com — Pro purchase,logged-in,page | user | pro,payment_stage:string:required:enum[Upgrade_To_Pro_Clicked|Checkout Started|Payment Initiated|Payment Cancelled|Payment Completed|Payment Completed_Backend] | pro_membership_type:string,No,,backend,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. OWNERSHIP UNRESOLVED — this same event is independently seen firing on the Media/website side at 548/90d with no sheet row there. A product owner has to decide which project owns it; it may be cross-surface. Check both projects. Same copy-pasted-description caveat as Pro Lock Interaction. Do not submit a real payment.",A DataLabs Pro purchase is initiated,,,
monetization,Cancel Pro Membership,Cancel Pro Membership,datalabs,DO NOT CONFIRM — on a test Pro account begin cancellation and stop before confirming,https://datalabs.inc42.com — membership settings,logged-in,page | user | pro,pro_cancellation_state:string:required | pro_membership_type:string,No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. CONFIRMED BROKEN — not firing (29-Aug audit). Expect nothing. Do not confirm a real cancellation.  Live-verified 8 Sep 2026 (90d window). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. RE-VERIFIED: 0 events in PostHog over 90 days — broken confirmed.",A Pro membership cancellation is initiated,,,
search_action,AI Search Active,AI Search Active,datalabs,Open Ask Datalabs | click into the prompt box so it takes focus | do not type yet,https://datalabs.inc42.com — Ask Datalabs,any,page | interaction,search_type:string:required:enum[AI Search|Ask Datalabs],No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Not flagged in the 29-Aug audit.",The Ask Datalabs prompt box is focused,,,
search_action,AI Search Completed,AI Search Completed,datalabs,Type a prompt into Ask Datalabs | submit it | wait for the full response,https://datalabs.inc42.com — Ask Datalabs,any,page | interaction,search_type:string:required | prompt_type:string | prompt:string,No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Not flagged in the 29-Aug audit. Submitting a prompt should ALSO produce a backend `master_agent_query` — check for both and compare.",An Ask Datalabs prompt is submitted,,,
user_engagement,Ask Feedback,Ask Feedback,datalabs,Submit an Ask Datalabs prompt | give the response a thumbs up | repeat with a thumbs down,https://datalabs.inc42.com — Ask Datalabs response,any,page | interaction,response_feedback:string:required:enum[Positive|Negative],No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Test both Positive and Negative — the value must differ.",Feedback is submitted on an AI response,,,
user_engagement,Ask Interaction,Ask Interaction,datalabs,On an Ask Datalabs response click a source link | then a source button | then Copy | then New Chat | capture each,https://datalabs.inc42.com — Ask Datalabs response,any,page | interaction,interaction_type:string:required:enum[Click] | click_type:string:required:enum[Source Button|Source Link|Copy|New Chat],No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Four distinct Click Type values — test each one and confirm they are distinguishable.",A link or control in an AI response is clicked,,,
user_engagement,Limit Reached,Limit Reached,datalabs,Send Ask Datalabs prompts until the daily cap is hit | confirm the limit message renders,https://datalabs.inc42.com — Ask Datalabs,logged-in,page | interaction,(none listed in the master sheet),No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. VERY LOW REAL USAGE — fires only 8 times for 3 people in 60 days, all on the AI query cap. That is a rarely-hit limit, not a broken event. Also: the master sheet's description text for this row is copy-pasted from `Ask Interaction` — do not quote it.  Live-verified 8 Sep 2026 (90d window). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. RE-VERIFIED: 8 events in 90d, last 5 Aug — a rarely-hit cap, not a broken event.",The daily AI prompt limit is hit,,,
search_action,Saved Search Interaction,Saved Search Interaction,datalabs,Create a saved search | update it | then delete it | capture all three,https://datalabs.inc42.com — My Search / saved searches,logged-in,page | interaction,saved_search_type:string:required | saved_search_interaction_type:string:required | saved_search_source:string | saved_search_id:string,No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. NOTE a likely sheet typo: the property is listed as 'Search Search Source', almost certainly meant to be 'Saved Search Source'. Record the exact key you receive.","A saved search is created, updated or deleted",,,
sidebar,Sidebar Interaction,Sidebar Interaction,datalabs,"On desktop, collapse the sidebar | expand it again | capture both",https://datalabs.inc42.com — desktop sidebar,any,page | interaction,set_sidebar_state:string:required:enum[Open|Closed],No,,web,posthog | customerio,auto,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Desktop only. Not flagged in the 29-Aug audit.",The desktop sidebar is opened or closed,,,
report,Report Interaction,Report Interaction,datalabs,Open a published DataLabs report | interact with it | then check whether the SAME event name also appears in the Media PostHog project,https://datalabs.inc42.com — report page,any,page | interaction,access_type:string:required | access_url:string | report_name:string:required,No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. CROSS-PROJECT AMBIGUITY — a `Report Interaction` event also exists on the Media/website side (name-drifted from the planned 'Report View', 1,356/30d as of 23 Aug but ZERO volume and stopped 2 Jul per the 29-Aug check). Confirm whether this is one event double-counted across two projects or two independently-built events, before either dictionary entry is treated as complete.  Live-verified 8 Sep 2026 (90d window). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. CONFIRMED LIVE HERE — 3,664 events in 90d, last 7 Sep. The Media project's same-named event died on 2 Jul. Two independent builds, not one double-counted event.",A published report is interacted with,,,
data_verification,Data Verification,Data Verification,datalabs,Open a company profile with a data-verification flow | start the verification | check whether anything fires,https://datalabs.inc42.com — company data verification,logged-in,page | interaction,verification_stage:string:required | verification_type:string:required,No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. CONFIRMED BROKEN — not firing (29-Aug audit). Expect nothing.  Live-verified 8 Sep 2026 (90d window). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. RE-VERIFIED: 0 events in PostHog over 90 days — broken confirmed.",A company-data verification flow is used,,,
my_feed,Feed Interaction,Feed Interaction,datalabs,Open My Feed | apply a feed filter | change it to a second value | capture both,https://datalabs.inc42.com — My Feed,logged-in,page | interaction,feed_filter_type:string:required | feed_filter_value:string:required,No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Not flagged in the 29-Aug audit.",A My Feed filter is applied or changed,,,
my_feed,Post Interaction,Post Interaction,datalabs,Open My Feed | click a post and its action buttons | capture the payload,https://datalabs.inc42.com — My Feed post,logged-in,page | interaction,post_id:string:required | button_type:string | button_interaction:string | button_content:string,No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Category attribution in the master sheet is ambiguous — it may belong under My Feed or under a new category. Verify against the live sheet if the exact grouping matters.",A post in My Feed is interacted with,,,
monetization,Credit Payment,Credit Payment,datalabs,DO NOT COMPLETE — open the credits top-up flow | attempt to select each pack | stop before payment | record which packs are actually purchasable,https://datalabs.inc42.com — credits top-up,logged-in,page | user | pro,credit_payment_stage:string:required | credit_topup_plan:string:required,No,,web | backend,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. Live-verified 8 Sep 2026 (90d window). The EVENT is alive — 65 events in 90d, last 3 Sep. It is the PURCHASES that are dead: zero completed purchases since 22 Apr, and 3 of the 4 credit packs have no purchasable SKU behind them, so the flow cannot complete. Do not report the event as broken. The event also has no completion stage. Recording which packs are selectable at all is the useful result here.",An additional-credits purchase is initiated,,,
export_data,Export Interaction,Export Interaction,datalabs,Open a results table | start an export | pick a file format | complete it | capture each stage,https://datalabs.inc42.com — table export,logged-in,page | interaction,data_type:string:required | export_stage:string:required | export_type:string | file_format:string | profiles_exported:number,No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. This event appears TWICE in the master sheet with different property completeness — the fuller listing (Data Type / Export Stage / Export Type / File Format / Profiles Exported) is the current one. Confirm which properties actually arrive.",An export is performed from a table,,,
user_engagement,Login Modal,Login Modal,datalabs,Do not attempt to trigger | check PostHog and Customer.io for any occurrence in the last 30 days,https://datalabs.inc42.com,any,page,(test artefact — no real properties),No,,web,posthog | customerio,manual,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. DEAD-TEST EVENT — 3 Customer.io profiles and 4 PostHog events, zero in the last 30 days on either platform, and the date order between the two platforms is inconsistent. Confirm with engineering it is not still wired anywhere before deleting. Do not confuse with the Media project's own high-volume `Login Modal`, which is a real event.  Live-verified 8 Sep 2026 (90d window). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. RE-VERIFIED: 4 events in 90d, last 20 Aug — dead-test confirmed.",Abandoned legacy/test login modal event,,,
