id,date,title,url,development_type,primary_industry,primary_company,second_company,parent_category,story_type,company_type,shelf_life,user_needs,impact_score
569215,2026-08-19T17:20:35,[Update] Shiprocket Shares End First Trading Session 48% Above Issue Price,https://inc42.com/buzz/shiprocket-makes-bumper-market-debut-lists-at-35-premium/,Startup IPO,,shiprocket,,News,Others,Listed Startup,3 Days,Inform Me,0.65
569289,2026-08-19T17:09:05,Zaggle Shares Surge Over 12% After Vijay Kedia’s Firm Buys 1.48% Stake,https://inc42.com/buzz/zaggle-shares-surge-over-12-after-vijay-kedias-firm-buys-1-48-stake/,Business Updates,,zaggle,,News,Others,Listed Startup,3 Days,Inform Me,0.37
569283,2026-08-19T16:23:08,Why Dogsee Chew Refused A UK Distributor’s Demand To Drop ‘Made In India’,https://inc42.com/buzz/why-dogsee-chew-refused-a-uk-distributors-demand-to-drop-made-in-india/,Industry Trends,Tea,dogsee chew,,News,Session Article,,3 Days,Inform Me,0.275
569275,2026-08-19T16:04:34,How AI Helped The Bear House Grow Its Conversions 5X,https://inc42.com/buzz/how-ai-helped-the-bear-house-grow-its-conversions-5x/,Business Updates,Fashion,the bear house,,News,Spot News,,3 Days,Inform Me,0.195
569274,2026-08-19T15:56:45,Butterfly Learnings Raises ₹65 Cr To Scale Neurodivergent Care Network,https://inc42.com/buzz/butterfly-learnings-raises-%e2%82%b965-cr-to-scale-neurodivergent-care-network/,Startup Funding & Investments,,butterfly-learnings,,News,Others,Growth Stage Startup,3 Days,Inform Me,0.521
569262,2026-08-19T15:44:00,Why The Future Of Indian Retail Is Omnichannel,https://inc42.com/buzz/why-the-future-of-indian-retail-is-omnichannel/,Industry Trends,Retail,,,News,Spot News,,3 Days,Inform Me,0.275
569265,2026-08-19T14:43:01,"CtrlS DataCenters Nets ₹250 Cr From Zerodha’s Nikhil Kamath, Sreeram Reddy Vanga",https://inc42.com/buzz/ctrls-datacenters-nets-%e2%82%b9250-cr-from-zerodhas-nikhil-kamath-sreeram-reddy-vanga/,Startup Funding & Investments,,TBD,,News,Others,Indian Corporates,3 Days,Inform Me,0.575
569257,2026-08-19T14:12:57,D2C Brands Should Use Quick Commerce Gains To Scale General Trade: Veeba’s Viraj Bahl,https://inc42.com/buzz/d2c-brands-should-use-quick-commerce-gains-to-scale-general-trade-veebas-viraj-bahl/,Industry Trends,,veeba-foods,,News,Others,Late Stage Startup,3 Days,Inform Me,0.412
569249,2026-08-19T13:55:48,How Quick Commerce Has Become More Than A Convenience Play,https://inc42.com/buzz/how-quick-commerce-has-become-more-than-a-convenience-play/,Industry Trends,Quick Commerce,,,News,Session Article,,3 Days,Inform Me,0.275
569252,2026-08-19T13:54:15,KKR To Invest In BookMyShow To Fuel Live Entertainment Push,https://inc42.com/buzz/kkr-to-invest-in-bookmyshow-to-fuel-live-entertainment-push/,Startup Funding & Investments,,bookmyshow,,News,Others,Late Stage Startup,3 Days,Inform Me,0.492
569244,2026-08-19T13:07:58,Why Dot & Key Waited Until ₹300 Cr Revenue Before Going Offline,https://inc42.com/buzz/why-dot-key-waited-until-%e2%82%b9300-cr-revenue-before-going-offline/,Industry Trends,Beauty &amp; Personal Care,dot & key,,News,Spot News,,3 Days,Inform Me,0.399
569235,2026-08-19T12:19:11,How Manyavar Is Using AI To Take The Guesswork Out Of Retail,https://inc42.com/buzz/how-manyavar-is-using-ai-to-take-the-guesswork-out-of-retail/,Business Updates,,TBD,,News,Spot News,Listed Startup,3 Days,Inform Me,0.37
569233,2026-08-19T12:17:31,"Y Combinator Rakes In ₹1,435 Cr From Groww Stake Sale, Clocks 55.7X Return",https://inc42.com/buzz/y-combinator-rakes-in-%e2%82%b91435-cr-from-groww-stake-sale-clocks-55-7x-return/,Startup Funding & Investments,,groww,,News,Others,Listed Startup,3 Days,Inform Me,0.688
569178,2026-08-19T11:00:34,The Enterprise Fight Against Runaway AI Costs,https://inc42.com/features/the-enterprise-fight-against-runaway-ai-costs/,,AI,sarvam ai,,In-Depth,Series,,14 Days,Inform Me,0.3
569198,2026-08-19T08:00:38,"Swiggy Gets The IOCC Tag, Shiprocket’s Return Roulette & More",https://inc42.com/buzz/swiggy-gets-the-iocc-tag-shiprockets-return-roulette-more/,Business Updates,,swiggy,,News,Inc42 Daily Brief,Listed Startup,3 Days,Inform Me,0.37
569175,2026-08-18T21:44:10,"Resilient Asset Management Offloads Paytm Shares Worth ₹2,949 Cr",https://inc42.com/buzz/resilient-asset-management-offloads-paytm-shares-worth-%e2%82%b92949-cr/,Business Updates,,paytm,,News,Spot News,Listed Startup,3 Days,Inform Me,0.543
569170,2026-08-18T20:52:22,"Meta Begins Action Against Centre’s Concerns Over CSAM, Deepfakes: Report",https://inc42.com/buzz/meta-begins-action-against-centres-concerns-over-csam-deepfakes-report/,Controversies,,TBD,,News,Others,International Company,3 Days,Inform Me,0.378
569169,2026-08-18T20:37:25,Swiggy Shareholders Vote To Cap Foreign Ownership At 49.5%,https://inc42.com/buzz/swiggy-shareholders-vote-to-cap-foreign-ownership-at-49-5/,Business Updates,,swiggy,,News,Spot News,Listed Startup,3 Days,Inform Me,0.37
569167,2026-08-18T20:22:23,"IPO-Bound NoPaperForms’ FY26 Profit Surges To ₹11.9 Cr, Revenue Up 25%",https://inc42.com/buzz/ipo-bound-nopaperforms-fy26-profit-surges-to-%e2%82%b911-9-cr-revenue-up-25/,Startup Financials,,nopaperforms,,News,Others,Late Stage Startup,3 Days,Inform Me,0.508
569158,2026-08-18T19:13:25,"MobiKwik Infuses ₹61 Cr In Lending Arm, Appoints Ex-Bajaj Markets’ Manish Pathania As Its CBO",https://inc42.com/buzz/mobikwik-infuses-%e2%82%b961-cr-in-lending-arm-appoints-ex-bajaj-markets-manish-pathania-as-its-cbo/,Business Updates,,mobikwik,,News,Others,Listed Startup,3 Days,Inform Me,0.46
569152,2026-08-18T18:26:24,NeoGeo Bags $20 Mn To Scale Its Full-Stack Geospatial Business,https://inc42.com/buzz/neogeo-bags-20-mn-to-scale-its-full-stack-geospatial-business/,Startup Funding & Investments,,neogen-infotech,,News,Others,Early Stage Startup,3 Days,Inform Me,0.479
569143,2026-08-18T18:05:06,"Peak XV Partners, Together Fund Join Voice AI Unicorn Wispr Flow’s Cap Table",https://inc42.com/buzz/peak-xv-partners-together-fund-join-voice-ai-unicorn-wispr-flows-cap-table/,Startup Funding & Investments,,peak-xv-partners,,News,Spot News,Investors,3 Days,Inform Me,0.392
569142,2026-08-18T17:44:04,"DeHaat’s Honest Farms Raises ₹35 Cr To Expand Retail Footprint, Product Portfolio",https://inc42.com/buzz/dehaats-honest-farms-raises-%e2%82%b935-cr-to-expand-retail-footprint-product-portfolio/,Startup Funding & Investments,,dehaat,,News,Others,Growth Stage Startup,3 Days,Inform Me,0.508
569135,2026-08-18T17:23:11,Dunzo Cofounder Dalvir Singh Suri Joins Superhealth As Operations Head,https://inc42.com/buzz/dunzo-cofounder-dalvir-singh-suri-joins-superhealth-as-operations-head/,People & Culture,,TBD,,News,Spot News,Early Stage Startup,3 Days,Inform Me,0.207
569120,2026-08-18T16:36:58,"Shiprocket IPO: 500 Global Hits 77.6X Return, Two Investors Exit At Loss",https://inc42.com/buzz/shiprocket-ipo-500-global-hits-77-6x-return-two-investors-exit-at-loss/,Startup IPO,,shiprocket,,News,Others,Listed Startup,3 Days,Inform Me,0.65
569110,2026-08-18T15:48:08,"Now, ixigo Partners With Uber To Enable Train Ticket Booking Via Its App",https://inc42.com/buzz/now-ixigo-partners-with-uber-to-enable-train-ticket-booking-via-its-app/,Business Updates,,ixigo,,News,Others,Listed Startup,3 Days,Inform Me,0.37
569072,2026-08-18T14:18:41,"upGrad’s Gross Revenue Crosses ₹2,000 Cr In FY26, Loss Narrows 52% YoY To ₹130 Cr",https://inc42.com/buzz/upgrads-gross-revenue-crosses-%e2%82%b92000-cr-in-fy26-loss-narrows-52-yoy-to-%e2%82%b9130-cr/,Startup Financials,,upgrad,,News,Others,Late Stage Startup,3 Days,Inform Me,0.618
563825,2026-08-18T13:10:12,[Update] Exclusive: LISSUN Raises ₹48 Cr To Expand Child Development Centre Network,https://inc42.com/buzz/lissun-in-talks-to-raise-%e2%82%b945-cr-funding-from-colossa-ventures/,Startup Funding & Investments,,lissun,,News,Exclusive,Early Stage Startup,3 Days,Inform Me,0.602
569048,2026-08-18T12:05:34,Colgate Turns To Bombay Shaving Company To Fix Palmolive’s D2C Play,https://inc42.com/buzz/colgate-turns-to-bombay-shaving-company-to-fix-palmolives-d2c-play/,Business Updates,,bombay-shaving-company,,News,Others,Late Stage Startup,3 Days,Inform Me,0.333
569043,2026-08-18T11:53:53,Rezolv Bags $12.5 Mn To Expand AI-Powered Lending Suite,https://inc42.com/buzz/rezolv-bags-12-5-mn-to-expand-ai-powered-lending-suite/,Startup Funding & Investments,,tbd,,News,Others,Growth Stage Startup,3 Days,Inform Me,0.532
569027,2026-08-18T11:00:06,Festive Ecommerce: The Battle Beyond The Checkout,https://inc42.com/features/festive-ecommerce-the-battle-beyond-the-checkout/,,Ecommerce,,,In-Depth,Series,,3 Days,Give Me Perspective,0.3
568977,2026-08-18T09:30:29,Razorpay Launches AI Foundation Model Vulcan To Expedite Digital Payments,https://inc42.com/buzz/razorpay-launches-ai-foundation-model-vulcan-to-expedite-digital-payments/,Business Updates,,razorpay,,News,Others,Indian Corporates,3 Days,Inform Me,0.295
569017,2026-08-18T08:00:17,"Ecommerce Giants Woo Sellers With AI, Jar’s Troubles & More",https://inc42.com/buzz/ecommerce-giants-woo-sellers-with-ai-jars-troubles-more/,Industry Trends,Ecommerce,,,News,Inc42 Daily Brief,,3 Days,Inform Me,0.275
568985,2026-08-18T07:00:13,"Amazon, Flipkart & Meesho’s AI Focus Shifts To Seller-Side Stacks",https://inc42.com/features/amazon-flipkart-meeshos-ai-focus-shifts-to-seller-side-stacks/,,,flipkart,,In-Depth,Others,International Company,3 Days,Give Me Perspective,0.362
569005,2026-08-17T21:45:13,When A Sale ‘Dies’: Did Flipkart’s Dark Humour Go Too Far?,https://inc42.com/buzz/when-a-sale-dies-did-flipkarts-dark-humour-go-too-far/,Controversies,,flipkart,,News,Follow Up,Late Stage Startup,3 Days,Inform Me,0.453
569001,2026-08-17T20:57:59,PharmEasy Claims To Be Debt Free After Paring More Stake In Thyrocare,https://inc42.com/buzz/pharmeasy-claims-to-be-debt-free-after-paring-more-stake-in-thyrocare/,Business Updates,,pharmeasy,,News,Others,Late Stage Startup,3 Days,Inform Me,0.333
568998,2026-08-17T20:44:03,Govt Clears 31 More Electronics Manufacturing Projects Worth ₹7.9K Cr,https://inc42.com/buzz/govt-clears-31-more-electronics-manufacturing-projects-worth-%e2%82%b97-9k-cr/,Government & Policies,,TBD,,News,Spot News,Government,3 Days,Inform Me,0.365
568980,2026-08-17T19:29:06,"Sunil Mittal To Step Down As Airtel Payments Bank Chairman, Shabnam Sinha To Take Over",https://inc42.com/buzz/sunil-mittal-to-step-down-as-airtel-payments-bank-chairman-shabnam-sinha-to-take-over/,Business Updates,,airtel-payments-bank,,News,Others,Indian Corporates,3 Days,Inform Me,0.295
568975,2026-08-17T19:28:37,Exclusive: Peak XV Alum Saksham Mittal’s Corpus Labs In Talks To Raise Funding From Stellaris,https://inc42.com/buzz/peak-xv-alum-saksham-mittals-corpus-labs-in-talks-to-raise-funding-from-stellaris/,Startup Funding & Investments,,tbd,,News,Exclusive,Early Stage Startup,3 Days,Inform Me,0.517
568970,2026-08-17T18:37:30,Atomberg Gets Board Nod To Raise Over ₹450 Cr Via IPO,https://inc42.com/buzz/atomberg-gets-board-nod-to-raise-over-%e2%82%b9450-cr-via-ipo/,Startup IPO,,atomberg-technology,,News,Spot News,Growth Stage Startup,3 Days,Inform Me,0.683
568951,2026-08-17T18:19:22,"UPI In July: Navi Gains Market Share As PhonePe, Google Pay Slip Marginally",https://inc42.com/buzz/upi-in-july-navi-gains-market-share-as-phonepe-google-pay-slip-marginally/,Government & Policies,,TBD,,News,Others,Government,3 Days,Inform Me,0.365
568922,2026-08-17T16:55:49,Table Space DRHP: A Look At Shareholding Pattern & Key Executives,https://inc42.com/buzz/table-space-drhp-a-look-at-shareholding-pattern-key-executives/,Startup IPO,,table-space,,News,Others,Late Stage Startup,3 Days,Inform Me,0.613
568911,2026-08-17T13:45:46,Snabbit Ropes In Klydo Cofounder Pradeep Yadav To Helm Operations,https://inc42.com/buzz/snabbit-ropes-in-klydo-cofounder-pradeep-yadav-to-helm-operations/,People & Culture,,snabbit,,News,Others,Growth Stage Startup,3 Days,Inform Me,0.27
568908,2026-08-17T13:06:58,"PhysicsWallah Jumps 9.5% After Q1 Results, JPMorgan & JM Financial Upgrade Rating",https://inc42.com/buzz/physicswallah-jumps-9-5-after-q1-results-jpmorgan-jm-financial-upgrade-rating/,Business Updates,,physicswallah,,News,Others,Listed Startup,3 Days,Inform Me,0.37
568900,2026-08-17T11:41:17,Karnataka HC Quashes Sessions Court Orders To Defreeze Jar’s Accounts,https://inc42.com/buzz/karnataka-hc-quashes-sessions-court-orders-to-defreeze-jars-accounts/,Controversies,,jar-app,,News,Others,Growth Stage Startup,3 Days,Inform Me,0.39
568898,2026-08-17T11:30:01,Zaggle Plunges 20% To Hit Lower Circuit After Q1 Profit Slump,https://inc42.com/buzz/zaggle-plunges-20-to-hit-lower-circuit-after-q1-profit-slump/,Business Updates,,zaggle,,News,Others,Listed Startup,3 Days,Inform Me,0.37
568877,2026-08-17T08:00:12,"The RDI Fund Row, PM’s I-Day Address & More",https://inc42.com/buzz/the-rdi-fund-row-pms-i-day-address-more/,Controversies,Deeptech,,,News,Inc42 Daily Brief,,3 Days,Inform Me,0.315
568816,2026-08-17T06:00:54,Lenskart’s Scale Meets Profits,https://inc42.com/features/lenskarts-scale-meets-profits/,,,bluegape,,In-Depth,Series,Listed Startup,3 Days,Give Me Perspective,0.475
568870,2026-08-16T16:36:37,"RDI Fund Row: Deeptech Investors Seek More Transparency, Independent Oversight",https://inc42.com/buzz/rdi-fund-row-deeptech-investors-seek-more-transparency-independent-oversight/,Government & Policies,Deeptech,,,News,Follow Up,,3 Days,Inform Me,0.315
568807,2026-08-16T11:00:55,Can Astrotalk Chart A Future Beyond Astrology?,https://inc42.com/features/can-astrotalk-chart-a-future-beyond-astrology/,,,astrotalk,,In-Depth,Series,Growth Stage Startup,7 Days,Inform Me,0.375
568851,2026-08-16T05:28:44,Ola Electric Unveils Three New Energy Storage Products,https://inc42.com/buzz/ola-electric-unveils-three-new-battery-energy-storage-products/,Business Updates,,ola-electric,,News,Others,Listed Startup,3 Days,Inform Me,0.37
568841,2026-08-15T22:31:30,IPO-Bound Zypp Electric Slashes FY26 Loss By 45% YoY To ₹60 Cr,https://inc42.com/buzz/ipo-bound-zypp-electric-slashes-fy26-loss-by-45-yoy-to-%e2%82%b960-cr/,Startup Financials,,zypp-electric,,News,Series,Late Stage Startup,3 Days,Inform Me,0.542
568817,2026-08-15T19:01:52,"Turtlemint Jumps 23% To Lead Weekly Gains In New-Age Tech Stocks, Veefin Biggest Loser",https://inc42.com/buzz/turtlemint-jumps-23-to-lead-weekly-gains-in-new-age-tech-stocks-veefin-biggest-loser/,Industry Trends,Startup Ecosystem,,,News,Series,,7 Days,Inform Me,0.35
568794,2026-08-15T14:52:24,CRED-Backed NewTap Finance’s FY26 Profit More Than Doubles To ₹2.4 Cr,https://inc42.com/buzz/cred-backed-newtap-finances-fy26-profit-more-than-doubles-to-%e2%82%b92-4-cr/,Startup Financials,,tbd,,News,Others,Growth Stage Startup,3 Days,Inform Me,0.417
568789,2026-08-15T14:06:18,EaseMyTrip Slips Into Red With ₹11.7 Cr Loss In Q1; Revenue Rises 18% YoY,https://inc42.com/buzz/easemytrip-slips-into-red-with-%e2%82%b911-7-cr-loss-in-q1-revenue-rises-18-yoy/,Startup Financials,,easemytrip,,News,Others,Listed Startup,3 Days,Inform Me,0.545
568770,2026-08-15T12:17:08,"Zetwerk’s Revenue Surges 40% To ₹15,913 Cr In FY26 Ahead Of IPO",https://inc42.com/buzz/ipo-bound-zetwerk-fy26-loss-widens-to-%e2%82%b91606-2-cr-despite-40-uptick-in-revenue/,Startup Financials,,zetwerk,,News,Series,Late Stage Startup,3 Days,Inform Me,0.653
568772,2026-08-15T12:10:44,"PM Modi Bets On Tech To Empower Youth With AI Skilling, Online Coaching",https://inc42.com/buzz/pm-modi-bets-on-tech-to-empower-youth-with-ai-skilling-online-coaching/,Government & Policies,,tbd,,News,Others,Government,3 Days,Inform Me,0.365
224363,2026-08-15T11:45:39,"Indian Unicorn Tracker: Funding, Investors, Revenue And More",https://inc42.com/features/indian-unicorn-tracker-funding-investors-revenue-and-more/,Startup Funding & Investments,Startup Ecosystem,glance,,In-Depth,Listicle,Late Stage Startup,3 Days,Inform Me,0.597
568739,2026-08-15T11:00:11,AI Startups To Watch: 5 Startups That Caught Our Eye In August,https://inc42.com/startups/ai-startups-to-watch-5-startups-that-caught-our-eye-in-august/,,AI,,,Startup Stories,Series,,30 Days,Inform Me,0.27
568712,2026-08-15T09:00:08,From Yulu To Discovered Materials — Indian Startups Raised $140 Mn This Week,https://inc42.com/buzz/from-yulu-to-discovered-materials-indian-startups-raised-140-mn-this-week/,Startup Funding & Investments,Startup Ecosystem,,,News,Series,,7 Days,Inform Me,0.584
568732,2026-08-15T01:52:53,Atomberg To Form JV With Voltas To Manufacture AC Compressors,https://inc42.com/buzz/atomberg-to-form-jv-with-voltas-to-manufacture-ac-compressors/,Business Updates,,atomberg-technology,,News,Others,Late Stage Startup,3 Days,Inform Me,0.333
568725,2026-08-15T00:49:33,WeWork Inc Sells 2.5% Stake In WeWork India For ₹244 Cr,https://inc42.com/buzz/wework-inc-sells-2-5-stake-in-wework-india-for-%e2%82%b9244-cr/,Business Updates,,wework-india,,News,Others,Listed Startup,3 Days,Inform Me,0.489
568720,2026-08-14T23:56:08,"Maharashtra FDA Suspends Licences of 14 Dark Stores Of Blinkit, Zepto & Instamart",https://inc42.com/buzz/maharashtra-fda-suspends-licences-of-14-dark-stores-of-blinkit-zepto-instamart/,Controversies,Quick Commerce,,,News,Others,,3 Days,Inform Me,0.315
568639,2026-08-14T19:47:54,[Update] Shiprocket IPO Closes With 99.38X Oversubscription,https://inc42.com/buzz/shiprocket-ipo-subscribed-25-8x-so-far-on-final-day-of-bidding/,Startup IPO,,shiprocket,,News,Others,Late Stage Startup,3 Days,Inform Me,0.613
568698,2026-08-14T19:26:12,"Redcliffe Labs, Skyroot Partner To Test Diagnostic Reagents In Space",https://inc42.com/buzz/redcliffe-labs-skyroot-partner-to-test-diagnostic-reagents-in-space/,Business Updates,,redcliffe-labs,,News,Others,Late Stage Startup,3 Days,Inform Me,0.333
568680,2026-08-14T17:51:52,"PhysicsWallah Q1 Revenue Crosses ₹1,000 Cr Mark, Loss Down 31% YoY",https://inc42.com/buzz/physicswallah-q1-revenue-crosses-%e2%82%b91000-cr-mark-loss-down-31-yoy/,Startup Financials,,physicswallah,,News,Series,Listed Startup,3 Days,Inform Me,0.64
568674,2026-08-14T17:34:56,"Turtlemint Q1: Loss Declines 19% YoY To ₹38 Cr, Revenue Up 40%",https://inc42.com/buzz/turtlemint-q1-loss-trims-19-yoy-to-%e2%82%b938-cr-operating-revenue-increased-40/,Startup Financials,,turtlemint,,News,Others,Listed Startup,3 Days,Inform Me,0.57
568677,2026-08-14T17:32:07,Zaggle Q1 Profit Dips 33% YoY To ₹17.5 Cr Despite 28% Revenue Jump,https://inc42.com/buzz/zaggle-q1-profit-dips-33-yoy-to-%e2%82%b917-5-cr-despite-28-revenue-jump/,Startup Financials,,zaggle,,News,Spot News,Listed Startup,3 Days,Inform Me,0.553
568669,2026-08-14T17:22:59,Tiger Global Offloads Entire Stake In OTT Platform The Viral Fever,https://inc42.com/buzz/tiger-global-offloads-entire-stake-in-ott-platform-the-viral-fever/,Business Updates,,tvf,,News,Others,Late Stage Startup,3 Days,Inform Me,0.333
568649,2026-08-14T17:16:11,Can Zepto’s Revenue Engine Outrun Quick Commerce Costs?,https://inc42.com/features/zepto-revenue-engine-outrun-quick-commerce-costs/,,,zepto,,In-Depth,Others,Late Stage Startup,Evergreen,Explain To Me,0.438
568660,2026-08-14T17:10:57,Why Infra.Market Is Piggybacking Shalimar Paints For Its IPO Ambitions,https://inc42.com/features/why-infra-market-is-using-shalimar-paints-to-reach-the-ipo-milestone/,,,infra-market,,In-Depth,Follow Up,Late Stage Startup,7 Days,Inform Me,0.438
568635,2026-08-14T13:10:45,Peak XV Leads $45 Mn Bet On US-Based AI Code Testing Startup Blacksmith,https://inc42.com/buzz/peak-xv-leads-45-mn-bet-on-us-based-ai-code-testing-startup-blacksmith/,Startup Funding & Investments,,TBD,,News,Others,Growth Stage Startup,3 Days,Inform Me,0.559
568630,2026-08-14T12:38:13,ixigo To Sell 17.39% Fresh Bus Stake For ₹36.6 Cr,https://inc42.com/buzz/ixigo-to-sell-17-39-fresh-bus-stake-for-%e2%82%b936-6-cr/,Startup Mergers & Acquisitions,,ixigo,,News,Others,Listed Startup,3 Days,Inform Me,0.689
568619,2026-08-14T11:27:16,"Uber, Rapido Held Talks To Combine India Operations, Says Report; Rapido Denies",https://inc42.com/buzz/uber-rapido-held-talks-to-combine-india-operations-says-report-rapido-denies/,Business Updates,,rapido,,News,Others,Late Stage Startup,3 Days,Inform Me,0.333
568613,2026-08-14T10:13:00,[Update] LEAP India Shares End First Trading Session 10% Below Issue Price,https://inc42.com/buzz/leap-india-shares-list-at-4-4-premium-to-issue-price-of-%e2%82%b9159/,Startup IPO,,leap-india,,News,Others,Listed Startup,3 Days,Inform Me,0.65
568602,2026-08-14T08:00:44,"Razorpay’s ChatGPT Gambit, Snapchat’s Next Big Quest & More",https://inc42.com/buzz/razorpays-chatgpt-gambit-snapchats-next-big-quest-more/,Business Updates,,razorpay,,News,Inc42 Daily Brief,Late Stage Startup,3 Days,Inform Me,0.333
568544,2026-08-14T07:30:14,Can Razorpay Turn ChatGPT Into India’s Next Commerce Channel?,https://inc42.com/features/can-razorpay-turn-chatgpt-into-indias-next-commerce-channel/,,,razorpay,,In-Depth,Follow Up,Late Stage Startup,3 Days,Give Me Perspective,0.438
568597,2026-08-14T01:47:40,Rapido Bags Karnataka Cab Aggregator Licence Till 2031,https://inc42.com/buzz/rapido-bags-karnataka-cab-aggregator-licence-till-2031/,Government & Policies,,rapido,,News,Others,Late Stage Startup,3 Days,Inform Me,0.453
568518,2026-08-13T23:39:09,"Zetwerk Files UDRHP For ₹2,600 Cr IPO",https://inc42.com/buzz/zetwerk-files-udrhp-for-%e2%82%b92600-cr-ipo/,Startup IPO,,zetwerk,,News,Others,Late Stage Startup,3 Days,Inform Me,0.783
568425,2026-08-13T19:55:24,[Update] Shiprocket IPO Oversubscribed 3.16X On Day 2,https://inc42.com/buzz/shiprocket-ipo-subscribed-nearly-2x-on-day-2-so-far/,Startup IPO,,shiprocket,,News,Others,Late Stage Startup,3 Days,Inform Me,0.613
568550,2026-08-13T19:34:16,Unicommerce Q1 Profit Increases 20% YoY To ₹4.7 Cr,https://inc42.com/buzz/unicommerce-q1-profit-increases-20-yoy-to-4-7-cr/,Startup Financials,,unicommerce,,News,Others,Listed Startup,3 Days,Inform Me,0.528
568547,2026-08-13T19:25:18,"Fino Payments Bank Slips Into Red, Reports ₹14 Cr Loss In Q1",https://inc42.com/buzz/fino-payments-bank-slips-into-red-reports-%e2%82%b914-cr-loss-in-q1/,Startup Financials,,fino-payments-bank,,News,Series,Listed Startup,3 Days,Inform Me,0.549
568539,2026-08-13T18:41:58,"FirstCry Q1: Loss Narrows 35% YoY To ₹44 Cr, Revenue Up 13%",https://inc42.com/buzz/firstcry-q1-loss-narrows-35-yoy-to-%e2%82%b944-cr-revenue-up-13/,Startup Financials,,firstcry,,News,Series,Listed Startup,3 Days,Inform Me,0.573
568522,2026-08-13T17:45:20,"Awfis Q1 Profit More Than Doubles To ₹24 Cr, Revenue Up 27% YoY",https://inc42.com/buzz/awfis-q1-profit-more-than-doubles-to-%e2%82%b924-cr-revenue-up-27-yoy/,Startup Financials,,awfis,,News,Others,Listed Startup,3 Days,Inform Me,0.56
568510,2026-08-13T17:20:43,"Navi To File For ₹3,000 Cr IPO By December: Report",https://inc42.com/buzz/navi-to-file-for-%e2%82%b93000-cr-ipo-by-december-report/,Startup IPO,,navi,,News,Others,Late Stage Startup,3 Days,Inform Me,0.786
568508,2026-08-13T17:18:08,Inside L&T Vyoma’s Plan To Build India’s AI Infrastructure Giant,https://inc42.com/features/inside-lt-vyomas-plan-to-build-indias-ai-infrastructure-giant/,,,tbd,,In-Depth,Follow Up,Indian Corporates,3 Days,Inform Me,0.4
568485,2026-08-13T16:39:27,How $303 Mn Bluetile Acquisition Complicates Nazara’s Growth Story,https://inc42.com/features/how-303-mn-bluetile-acquisition-complicates-nazaras-growth-story/,,,nazara-technologies,,In-Depth,Others,Listed Startup,3 Days,Inform Me,0.646
568463,2026-08-13T15:47:14,"Honasa Q1 Profit More Than Doubles To ₹90 Cr, Revenue Up 27% YoY",https://inc42.com/buzz/honasa-q1-profit-more-than-doubles-to-%e2%82%b990-cr-revenue-up-27-yoy/,Startup Financials,,honasa-consumer,,News,Series,Listed Startup,3 Days,Inform Me,0.588
568350,2026-08-13T15:22:21,Snapchat Has Gen Z’s Attention In India; It’s Time To Monetise Now,https://inc42.com/features/snapchat-has-gen-zs-attention-in-india-its-time-to-monetise-now/,,,tbd,,In-Depth,Others,International Company,3 Days,Inform Me,0.362
568448,2026-08-13T14:50:09,"Mirae Asset Venture Investments Marks First Close Of Fund II At ₹1,125 Cr",https://inc42.com/buzz/mirae-asset-venture-investments-marks-first-close-of-fund-ii-at-%e2%82%b91125-cr/,Fund Launches,,mirae-asset-venture-investments,,News,Others,Investors,3 Days,Inform Me,0.465
568444,2026-08-13T14:39:31,Exclusive: Former Dyson India Boss Ankit Jain Bags Funding From BEENEXT For New Venture,https://inc42.com/buzz/former-dyson-india-boss-ankit-jain-bags-funding-from-beenext-for-new-venture/,Startup Funding & Investments,,TBD,,News,Exclusive,Early Stage Startup,3 Days,Inform Me,0.517
568435,2026-08-13T13:51:42,Bluehill.VC Marks Final Close Of ₹400 Cr Maiden Frontier Tech Fund,https://inc42.com/buzz/bluehill-vc-marks-final-close-of-%e2%82%b9400-cr-maiden-frontier-tech-fund/,Fund Launches,,bluehill,,News,Others,Investors,3 Days,Inform Me,0.443
568433,2026-08-13T13:46:26,D2C Brand Scrubsy Nets $3 Mn To Expand Home Cleaning Offerings,https://inc42.com/buzz/d2c-brand-scrubsy-nets-3-mn-to-expand-home-cleaning-offerings/,Startup Funding & Investments,,scrubsy,,News,Others,Early Stage Startup,3 Days,Inform Me,0.439
568428,2026-08-13T13:35:15,Centre Directs Ride-Hailing Platforms To Take Down ‘Advanced Tipping’ Prompts,https://inc42.com/buzz/centre-directs-ride-hailing-platforms-to-take-down-advanced-tipping-prompts/,Government & Policies,,tbd,,News,Others,Government,3 Days,Inform Me,0.365
568419,2026-08-13T12:57:35,"Centricity Raises ₹280 Cr To Expand Wealthtech Platform, NRI Business",https://inc42.com/buzz/centricity-raises-%e2%82%b9280-cr-to-expand-wealthtech-platform-nri-business/,Startup Funding & Investments,,centricity,,News,Others,Growth Stage Startup,3 Days,Inform Me,0.552
568414,2026-08-13T12:19:00,"Amagi Q1: Profit Jumps 8.6X YoY To ₹33.9 Cr, Revenue Rises 32%",https://inc42.com/buzz/amagi-q1-profit-jumps-8-6x-yoy-to-%e2%82%b933-9-cr-revenue-rises-32/,Startup Financials,,amagi,,News,Others,Listed Startup,3 Days,Inform Me,0.567
